MOK L-4S-ACPCA-Ggaba               [H]C1=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])[H]
MOL L-4S-ANCA-Ggaba                [H]N(C(=O)C#C[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
PJJ D-3pentin4cbxa-Ggaba           [H]N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1(C([H])([H])C(=O)N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
UOD A-TACA-Ggaba                   [H]C(C(=O)N([H])C([H])([H])[H])=C([H])C([H])([H])N([H])C(=O)C([H])([H])[H]
MRF L-3R-Baclofen-Ggaba            [H]c1c([H])c([C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])[H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c([H])c1Cl
DOA D-2ipen-Agly                   [H]N(C(=O)[C@]([H])(N([H])C(=O)C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
DRA D-2mClphen-Agly                [H]c1c([H])c(Cl)c([H])c([C@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])c1[H]
DOB D-2nor-Aleu                    [H]N(C(=O)[C@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
ARA L-22me-Atrp                    [H]c1c([H])c([H])c2c(c1[H])C(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])=C(C([H])([H])[H])N2[H]
ARB L-22triFme-Atrp                [H]c1c([H])c([H])c2c(c1[H])C(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])=C(C(F)(F)F)N2[H]
ARC L-26Me-Atrp                    [H]C1=C(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2N1[H]
ARD L-27Me-Atrp                    [H]C1=C(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])c2c([H])c([H])c([H])c(C([H])([H])[H])c2N1[H]
AOA L-2CH2Cybu-Agly                [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOB L-2CH2Cyhex-Agly               [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOC L-2CH2Cypen-Agly               [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOD L-2CH2Cypro-Agly               [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOE L-2Cybu-Agly                   [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOF L-2Cyhex-Agly                  [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOG L-2Cypen-Agly                  [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOH L-2Cypro-Agly                  [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOI L-2Et-Agly                     [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AAA L-2EtOMe-Agly                  [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])[H]
AJA L-2EtSO2Me-Agly                [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[H])C([H])([H])[H]
AOJ L-2homo-Aleu                   [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
AOK L-2ipen-Agly                   [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AOL L-2nor-Aleu                    [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AOM L-2nor-Aval                    [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AON L-2norbetaRMe-Aleu             [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AOO L-2norbetaSMe-Aleu             [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AOP L-2norgammaRMe-Aleu            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AOQ L-2norgammaSMe-Aleu            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
ARE L-2oaminpheketon-Agly          [H]c1c([H])c([H])c(N([H])[H])c(C(=O)C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])c1[H]
AOR L-2R-Aleu                      [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AJB L-2sporin-Agly                 [H]O[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])=C([H])[H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H]
AOS L-2tbu-Agly                    [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
ARF L-7Cl6-Atrp                    [H]C1=C([H])N([H])c2c(Cl)c(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])c([H])c([H])c21
ARH L-7Me6-Atrp                    [H]C1=C([H])N([H])c2c1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])c2C([H])([H])[H]
SOA A-Cyp-Agly                     [H]N(C(=O)C1(N([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H]
GJK L-3R-ActNME-Bgly               [H]N(C(=O)C([H])([H])[C@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H]
AOT L-aze-Apro                     [H]N(C(=O)[C@@]1([H])N(C(=O)C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H]
AOU L-Cyp-Aala                     [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
ARI L-homo5F-Aphe                  [H]c1c(F)c(C(F)(F)F)c(F)c([H])c1C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H]
ARJ L-pMe-Aphe                     [H]c1c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]
GJL L-3R-ActNME-Bgly-NME           [H]N(C(=O)C([H])([H])[C@@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])N(C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
SOB MVA                            [H]N(C(=O)[C@@]([H])(N(C(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
SAA BMT                            [H]O[C@@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])[H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N(C(=O)C([H])([H])[H])C([H])([H])[H]
SOC ABA                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
SOD ABU                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
SOE NVA                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
SOF NLE                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
SOG TLE                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
SOH CPG                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H]
SOI CHG                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
SOJ AHP                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
AOV LEZ                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
SAB MEZ                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H]
SOK ILZ                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
SOL CPR                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H]
SOM CBU                            [H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
SON ALG                            [H]C([H])=C([H])C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H]
